User_ID,Item_ID,Rating
23,93,2
23,101,1
23,32,3
23,6,2
23,2,5
23,88,3
23,72,5
23,41,4
23,90,2
23,75,4
23,27,5
23,45,4
23,69,1
23,46,5
23,53,5
23,80,3
23,52,5
23,83,3
23,77,5
23,57,1
23,64,1
23,92,2
23,28,3
23,17,3
23,65,2
23,16,3
23,84,5
23,76,2
23,86,5
23,103,3
23,3,1
23,63,4
23,5,4
23,29,4
23,4,4
23,13,5
23,42,3
23,105,5
23,97,3
23,7,3
23,30,2
23,15,1
23,26,4
23,43,5
23,55,2
23,74,1
23,98,2
23,47,4
23,102,3
23,25,3
23,85,2
23,40,2
23,50,1
23,58,2
23,56,5
23,67,1
23,73,1
23,100,4
23,54,1
23,10,4
23,70,1
23,38,2
23,49,4
23,79,3
23,19,5
23,94,2
23,33,1
23,59,3
23,18,5
23,24,5
23,96,4
23,62,1
23,8,5
23,35,1
24,32,2
24,16,2
24,93,5
24,76,2
24,12,5
24,87,3
24,20,4
24,30,1
24,5,2
24,2,2
24,21,5
24,51,4
24,86,5
24,75,4
24,94,1
24,92,3
24,14,5
24,10,1
24,1,4
24,68,3
24,85,5
24,9,1
24,65,1
24,88,2
24,6,4
24,84,4
24,29,2
24,28,4
24,82,2
24,33,1
24,25,1
24,79,2
24,98,1
24,45,2
24,91,1
24,15,2
24,101,3
24,52,4
24,64,5
24,26,1
24,96,1
24,95,1
24,37,1
24,4,5
24,62,4
24,39,2
24,8,2
24,100,2
24,24,5
24,36,2
24,56,4
24,57,3
24,49,1
24,74,3
24,89,4
24,97,3
24,17,1
24,41,3
24,38,1
24,3,5
24,35,5
24,34,3
24,18,5
24,40,1
24,61,5
24,102,4
24,47,5
24,54,3
24,60,2
24,44,4
24,78,5
24,99,3
24,67,5
24,22,1
24,90,2
24,73,5
24,27,2
24,104,1
24,80,3
24,46,5
25,40,4
25,67,1
25,52,5
25,41,4
25,50,3
25,87,3
25,33,2
25,11,4
25,18,4
25,27,5
25,32,3
25,10,3
25,86,2
25,74,3
25,51,4
25,17,5
25,4,5
25,64,3
25,95,3
25,91,4
25,98,3
25,36,3
25,97,2
25,1,5
25,47,5
25,73,3
25,66,4
25,26,4
25,6,2
25,12,2
25,76,5
25,22,1
25,23,2
25,56,2
25,49,3
25,92,3
25,54,5
25,60,2
25,24,2
25,44,4
25,105,3
25,58,1
25,99,5
25,38,2
25,70,2
25,55,1
25,19,5
25,96,3
25,43,3
25,68,3
25,8,4
25,31,2
25,2,1
25,9,3
25,72,3
25,88,5
25,15,5
25,89,5
25,13,1
25,20,1
25,75,4
25,5,5
25,46,4
25,3,5
25,63,4
25,35,1
25,90,3
25,42,3
25,53,1
25,71,4
25,80,5
25,101,2
25,103,5
25,21,1
25,94,2
25,29,5
25,65,1
25,30,1
25,93,3
25,84,2
26,86,2
26,32,3
26,99,1
26,75,1
26,43,4
26,98,3
26,6,3
26,70,2
26,90,3
26,3,3
26,84,2
26,69,2
26,24,5
26,33,3
26,42,3
26,20,1
26,38,2
26,93,4
26,53,5
26,17,5
26,40,4
26,66,1
26,63,5
26,2,2
26,96,2
26,67,1
26,25,5
26,46,2
26,85,3
26,82,1
26,77,2
26,37,5
26,18,3
26,12,3
26,87,2
26,79,5
26,103,4
26,71,2
26,76,4
26,60,4
26,44,1
26,21,2
26,61,4
26,56,3
26,4,4
26,62,5
26,68,5
26,81,5
26,100,5
26,34,4
26,35,5
26,45,1
26,102,5
26,64,3
26,58,4
26,92,3
26,57,1
26,26,1
26,50,5
26,28,4
26,31,4
26,30,4
26,47,2
26,104,3
26,19,4
26,65,2
26,48,4
26,97,1
26,94,3
26,16,2
26,80,2
26,11,4
26,55,5
26,101,5
26,91,2
26,1,4
26,9,1
26,89,4
26,41,1
27,92,3
27,46,4
27,98,1
27,19,3
27,104,4
27,78,1
27,14,1
27,67,3
27,8,1
27,12,5
27,24,3
27,64,5
27,50,4
27,79,5
27,73,5
27,103,4
27,56,5
27,90,1
27,9,2
27,87,1
27,10,5
27,61,2
27,71,4
27,86,5
27,23,4
27,88,4
27,36,3
27,69,2
27,4,1
27,63,5
27,1,4
27,97,2
27,41,4
27,38,4
27,45,4
27,82,3
27,28,3
27,47,4
27,2,3
27,13,3
27,59,3
27,44,1
27,68,5
27,65,5
27,95,4
27,58,5
27,25,3
27,37,2
27,75,5
27,31,1
27,20,4
27,30,4
27,99,2
27,91,4
27,72,1
27,76,1
27,16,4
27,74,5
27,54,4
27,55,1
27,5,4
27,43,5
27,17,5
27,94,5
27,40,2
27,42,2
27,33,2
27,105,2
27,3,1
27,101,1
27,32,1
27,81,4
27,22,1
27,70,4
28,86,2
28,87,5
28,66,1
28,57,2
28,103,1
28,55,2
28,17,3
28,12,1
28,69,3
28,53,5
28,31,1
28,70,3
28,44,4
28,81,3
28,42,4
28,48,2
28,68,4
28,25,4
28,8,5
28,93,1
28,14,1
28,74,1
28,4,5
28,2,2
28,98,3
28,5,1
28,73,3
28,10,1
28,72,2
28,39,4
28,90,1
28,84,4
28,9,4
28,6,3
28,26,1
28,88,3
28,77,5
28,82,2
28,27,5
28,79,2
28,36,1
28,62,1
28,29,2
28,24,2
28,43,5
28,85,4
28,71,3
28,3,2
28,75,2
28,22,1
28,38,2
28,59,2
28,92,5
28,95,5
28,50,1
28,21,3
28,32,1
28,51,4
28,56,3
28,105,2
28,23,2
28,80,2
28,78,1
28,47,1
28,46,3
28,49,3
28,41,2
28,65,5
28,52,1
28,37,5
28,13,2
28,15,1
28,76,4
29,62,4
29,33,4
29,72,2
29,92,4
29,46,3
29,58,1
29,63,2
29,32,3
29,88,1
29,102,5
29,26,4
29,96,2
29,30,1
29,93,4
29,73,2
29,95,3
29,87,3
29,44,2
29,94,3
29,14,2
29,78,4
29,82,4
29,76,2
29,59,1
29,51,5
29,21,4
29,17,5
29,11,5
29,1,5
29,27,1
29,85,4
29,25,4
29,57,4
29,89,5
29,9,3
29,16,2
29,28,2
29,77,2
29,67,5
29,83,3
29,98,3
29,5,3
29,75,1
29,103,1
29,3,1
29,65,2
29,97,1
29,61,3
29,91,3
29,7,3
29,79,3
29,105,5
29,23,4
29,90,4
29,12,1
29,53,4
29,69,1
29,29,2
29,86,3
29,38,3
29,60,2
29,84,4
29,81,5
29,54,1
29,10,5
29,64,1
29,34,3
29,42,2
29,20,5
29,47,5
29,41,5
29,39,2
29,35,1
29,24,3
29,22,4
29,70,3
29,6,2
29,37,5
29,48,1
30,65,5
30,25,4
30,71,2
30,96,2
30,63,2
30,62,2
30,92,1
30,90,3
30,76,1
30,43,3
30,54,4
30,61,4
30,103,1
30,85,3
30,6,2
30,58,4
30,35,1
30,50,5
30,66,3
30,27,5
30,102,3
30,31,5
30,47,3
30,26,5
30,67,2
30,93,2
30,72,1
30,13,3
30,91,2
30,38,5
30,30,2
30,22,4
30,44,5
